,ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
92686,1471186095,EmbraceSA Lifestyle EMag (Canceled),Periodicals,Publishing,AUD,2014-07-02,1000.0,2014-06-02 21:43:38,0.0,canceled,0,AU,0.0,0.0,935.19
171908,18743819,Lift (Canceled),Shorts,Film & Video,USD,2015-08-30,2800.0,2015-07-31 00:21:30,0.0,canceled,0,US,0.0,0.0,2800.0
86258,1438687894,Video virale sui diritti dei lavoratori - #CattivoLavoro,Shorts,Film & Video,EUR,2015-08-21,5000.0,2015-07-22 09:19:23,5.0,canceled,1,IT,5.42,5.64,5640.48
45063,1228773277,SOKKAR - Socks of Iceland Knitting Patterns,Knitting,Crafts,CAD,2016-04-04,6000.0,2016-02-04 05:44:16,2655.25,failed,39,CA,1898.95,2030.32,4587.86
25411,1129099522,Fired Urth Espresso Cafe,Food,Food,USD,2012-09-16,15000.0,2012-08-17 00:35:12,810.0,failed,11,US,810.0,810.0,15000.0
317481,687206465,Nature nuggets,Food,Food,USD,2015-03-22,10000.0,2015-02-20 18:14:17,0.0,failed,0,US,0.0,0.0,10000.0
58550,1297734981,The Native Games Pre Production,Television,Film & Video,USD,2016-12-22,10000.0,2016-11-22 16:40:17,10.0,failed,1,US,0.0,10.0,10000.0
357955,893485817,Bee,Video Games,Games,GBP,2017-08-27,50000.0,2017-07-28 12:55:19,815.0,canceled,32,GB,220.92,1055.1,64729.95
335256,77787744,Staffville,Fiction,Publishing,CAD,2014-02-02,5000.0,2014-01-03 20:08:53,45.0,failed,3,CA,42.33,40.65,4517.12
215774,2099339329,"Bring ""Fermin - Glories of Tango"" Film to Tango Element 2014",Art,Art,USD,2014-07-27,4000.0,2014-07-08 20:52:07,4010.0,successful,59,US,4010.0,4010.0,4000.0
62529,1317906101,Black Repertory Theatre Grp of Ga presents 5 Guys Named Moe,Theater,Theater,USD,2011-01-21,6000.0,2011-01-08 01:29:14,0.0,failed,0,US,0.0,0.0,6000.0
158121,1804298608,PLENTY: A Grocery Store for the Neighborhood,Food,Food,USD,2012-08-01,15000.0,2012-07-02 20:58:26,15510.0,successful,242,US,15510.0,15510.0,15000.0
310327,650684422,Primal-Season 3,Webcomics,Comics,USD,2015-05-23,1500.0,2015-04-23 03:18:58,0.0,failed,0,US,0.0,0.0,1500.0
303440,615205661,BACO'MERICA,Cookbooks,Food,USD,2015-07-22,15000.0,2015-06-07 10:24:48,25.0,failed,1,US,25.0,25.0,15000.0
173107,1880421082,Seldat and Skytown: The Southern MN Dream Begins,Country & Folk,Music,USD,2012-11-16,2500.0,2012-10-17 21:55:52,2525.0,successful,32,US,2525.0,2525.0,2500.0
237973,279947476,Star Names Only,Comedy,Film & Video,USD,2015-03-11,5000.0,2015-02-27 22:01:29,5215.0,successful,105,US,5215.0,5215.0,5000.0
351511,860736143,FRAGMENTED,Experimental,Film & Video,GBP,2015-02-21,1800.0,2015-01-22 20:16:02,1920.0,successful,37,GB,2910.14,2965.21,2779.88
219226,2116660261,FISHIN' FOR CHICKENS short film,Shorts,Film & Video,USD,2010-09-01,3545.0,2010-07-14 18:50:14,220.0,failed,6,US,220.0,220.0,3545.0
181694,1924810175,HELP USHER THE WAYNE THEATRE INTO THE DIGITAL AGE!,Theater,Theater,USD,2013-09-03,59000.0,2013-07-05 06:33:43,5168.0,failed,59,US,5168.0,5168.0,59000.0
248419,333371937,The  History of Black Dance in America,Dance,Dance,USD,2011-02-10,2500.0,2011-01-20 00:48:42,0.0,failed,0,US,0.0,0.0,2500.0
42624,1216970865,JetX: The X-Plorer Project (Canceled),Technology,Technology,GBP,2016-02-06,2500.0,2016-01-07 17:42:08,0.0,canceled,0,GB,0.0,0.0,3626.08
175408,1892074121,All The Broken Leaves,Shorts,Film & Video,USD,2012-01-01,1200.0,2011-12-07 22:04:04,1831.0,successful,43,US,1831.0,1831.0,1200.0
49625,1252882719,"DullTech™, straightforward technology for you and me",Video Art,Art,EUR,2015-09-30,30000.0,2015-08-31 19:37:11,30429.47,successful,147,NL,34025.98,33959.19,33479.9
54533,1277504134,Jewish Prayers of Hope and Healing,Poetry,Publishing,USD,2013-11-05,12000.0,2013-10-06 13:20:57,13600.0,successful,209,US,13600.0,13600.0,12000.0
354921,878085800,"Corilynn: whimsical clothing, everyday magic.",Fashion,Fashion,USD,2014-04-24,30000.0,2014-03-25 07:09:19,42587.0,successful,291,US,42587.0,42587.0,30000.0
346682,835961789,ECOLOGIES 2017 @ The Center for Afrofuturist Studies,Art,Art,USD,2017-06-22,4000.0,2017-05-23 17:15:49,4215.0,successful,107,US,553.0,4215.0,4000.0
356838,887774238,loveyourselfagain.club (Canceled),Apps,Technology,USD,2014-10-17,10000.0,2014-09-17 22:18:31,56.0,canceled,6,US,56.0,56.0,10000.0
332797,765411051,Switch Off,Tabletop Games,Games,GBP,2017-05-24,3000.0,2017-04-24 14:11:48,177.0,failed,9,GB,25.61,227.28,3852.28
286949,529833317,"MAKE100: Grit & Diamonds Coffee, Salt Body Scrub 100%natural",Crafts,Crafts,CAD,2017-03-06,3000.0,2017-01-31 21:34:30,3563.35,successful,61,CA,70.82,2638.74,2221.56
19421,1098525492,Who is calling me?,Apps,Technology,EUR,2016-02-26,5000.0,2016-01-27 14:28:04,11.0,failed,3,IT,11.93,12.11,5502.97
83837,1426310904,The Woods,Video Games,Games,EUR,2017-09-27,5000.0,2017-09-07 21:43:59,107.0,failed,14,ES,220.34,126.32,5902.98
323244,716440417,Ben Hecht-A Contradiction in Life,Print,Journalism,USD,2015-07-12,25000.0,2015-06-12 21:15:15,10.0,failed,1,US,10.0,10.0,25000.0
369971,954905543,Bite: He Must Protect Her. . From Himself. (Canceled),Fiction,Publishing,USD,2014-03-14,3000.0,2014-02-19 23:22:55,0.0,canceled,0,US,0.0,0.0,3000.0
163191,1830318205,A Shard of Heaven's Kaleidoscope,Photography,Photography,USD,2012-03-21,300.0,2012-02-20 02:28:37,393.08,successful,20,US,393.08,393.08,300.0
46610,1237253677,Fate Accompli - Erasable Game Aids,Tabletop Games,Games,USD,2015-08-20,2000.0,2015-07-21 13:17:42,8949.0,successful,183,US,8949.0,8949.0,2000.0
267913,433190206,AIRK FireClouds: DIY Multicopter Drones (Canceled),Robots,Technology,EUR,2016-04-12,22000.0,2016-02-27 13:19:48,14115.0,canceled,22,ES,15614.63,15927.38,24824.82
91372,1464308784,Puntié,Performances,Dance,MXN,2017-01-17,400000.0,2016-11-18 09:54:48,6000.0,failed,16,MX,54.41,272.96,18197.53
276181,475130467,Dice Set Felt Coasters,Gaming Hardware,Games,USD,2016-10-05,1.0,2016-09-09 18:24:49,7548.0,successful,232,US,1184.0,7548.0,1.0
169761,186362248,Alfa Magazine - The Modern Gentlemen's Playbook,Zines,Publishing,GBP,2016-10-27,2200.0,2016-09-27 09:54:39,2658.0,successful,76,GB,408.94,3229.02,2672.63
28038,1142359721,Neurotically Yours Season 2 (2013) DVD,Animation,Film & Video,USD,2013-08-01,2000.0,2013-07-15 21:07:24,6943.66,successful,378,US,6943.66,6943.66,2000.0
151096,1767863364,"Book 1: ""Volume"" (Canceled)",Fiction,Publishing,USD,2014-06-16,900.0,2014-05-17 03:39:21,103.0,canceled,2,US,103.0,103.0,900.0
56391,1286930385,Eureka- New Dance in the DC-metro area!!,Dance,Dance,USD,2011-09-19,1000.0,2011-08-06 01:46:30,280.0,failed,11,US,280.0,280.0,1000.0
229375,236209302,ZOMBIEWEAR SHOP,Apparel,Fashion,USD,2016-11-10,2500.0,2016-10-11 21:09:56,0.0,failed,0,US,0.0,0.0,2500.0
223854,2140412690,Dump Him - hard enamel pin,Accessories,Fashion,USD,2017-10-10,200.0,2017-09-25 19:53:27,243.0,successful,9,US,0.0,243.0,200.0
319643,698047736,Window Shopping Desires,Conceptual Art,Art,USD,2012-03-23,800.0,2012-03-04 00:22:14,546.0,failed,13,US,546.0,546.0,800.0
36362,1184520330,LBDLPC - UNIQUE AUDIO ||NORRYB MEDIA MUSIC|| (10TRACK ALBUM),World Music,Music,USD,2016-09-01,750.0,2016-07-26 00:54:23,0.0,canceled,0,US,0.0,0.0,750.0
373158,971508852,Punishments from God (Phase 1),Photography,Photography,USD,2012-10-31,500.0,2012-09-27 00:16:52,526.0,successful,12,US,526.0,526.0,500.0
85825,1436400002,Triple Sensory Headset,Wearables,Technology,USD,2015-10-08,1000.0,2015-09-08 20:48:30,25.0,failed,1,US,25.0,25.0,1000.0
91274,1463874716,Every Silver Lining Has a Cloud alcoholism recovery book,Nonfiction,Publishing,USD,2014-08-16,10000.0,2014-08-06 13:02:26,11.0,failed,2,US,11.0,11.0,10000.0
20156,1102447953,"hot sauce that is not only hot, but is also flavored,",Food,Food,USD,2014-05-31,10000.0,2014-05-28 18:19:35,1.0,failed,1,US,1.0,1.0,10000.0
330025,751523887,Station16: A global street art story,Art,Art,CAD,2013-12-27,20000.0,2013-11-27 18:33:24,23057.0,successful,137,CA,21874.57,21621.34,18754.69
354877,877841340,Shane/Shock Italian Bistro,Food,Food,USD,2017-06-08,15000.0,2017-05-09 03:55:36,1.0,failed,1,US,0.0,1.0,15000.0
44626,1226727376,Flipsters foldable shoes,Fashion,Fashion,AUD,2014-05-06,50000.0,2014-04-01 04:57:43,747.0,failed,25,AU,690.84,699.63,46829.63
186321,1948382625,My Baby Tiger,Childrenswear,Fashion,USD,2015-02-07,3000.0,2015-01-21 01:28:33,6.0,failed,4,US,6.0,6.0,3000.0
210734,2073890088,Revolutions Rev Up,Music,Music,AUD,2016-08-30,200.0,2016-08-23 14:31:01,0.0,failed,0,AU,0.0,0.0,151.16
324169,721097757,ShareMyPair for Pot Limit Omaha players! (Canceled),Apps,Technology,USD,2015-03-26,50000.0,2015-02-24 20:19:28,0.0,canceled,0,US,0.0,0.0,50000.0
89634,1455439400,A Dollar & A Dream NYC,Public Art,Art,USD,2011-10-29,3000.0,2011-10-14 22:49:47,838.0,failed,57,US,838.0,838.0,3000.0
77190,1392693492,City State of the Invincible Overlord,Tabletop Games,Games,USD,2014-04-23,28000.0,2014-03-24 20:08:54,85130.0,successful,965,US,85130.0,85130.0,28000.0
377344,993421865,Screen Play: Writer: Rob Levine,Film & Video,Film & Video,USD,2015-10-23,25000.0,2015-10-12 23:03:26,0.0,failed,0,US,0.0,0.0,25000.0
118502,1602098041,"""How Do I Feel?"" Emotions Game",Tabletop Games,Games,USD,2017-11-22,17500.0,2017-10-24 11:12:56,2087.0,failed,43,US,163.0,2087.0,17500.0
125536,1637341338,Wizard Dodgeball (relaunch),Tabletop Games,Games,USD,2015-03-24,25000.0,2015-01-23 16:34:27,8594.0,failed,208,US,8594.0,8594.0,25000.0
9278,104681161,Rubin Vase 3D Sticky Notes - Evolution Note Paper,Product Design,Design,USD,2017-04-25,3000.0,2017-03-21 11:07:07,573.0,failed,18,US,90.0,573.0,3000.0
65312,1332242058,Stark-naked,Documentary,Film & Video,USD,2012-03-06,1850.0,2012-01-16 23:18:31,25.0,failed,1,US,25.0,25.0,1850.0
215554,2098218741,Muscle Architect,Apparel,Fashion,USD,2014-08-14,5700.0,2014-07-21 21:19:28,0.0,failed,0,US,0.0,0.0,5700.0
31252,1159012905,Nick Black and the Silver Mask,Young Adult,Publishing,EUR,2015-08-29,15000.0,2015-06-30 20:30:15,40.0,failed,5,IT,44.05,44.55,16706.95
75457,1384345723,Ten Of Cups Studio startup,Public Art,Art,USD,2016-10-21,1500.0,2016-09-06 05:13:41,1707.0,successful,13,US,0.0,1707.0,1500.0
189674,1965330244,The Return Of Makaveli,Documentary,Film & Video,USD,2015-04-10,1000.0,2015-03-11 20:17:52,0.0,failed,0,US,0.0,0.0,1000.0
119584,1607440688,In the eyes of a child,People,Photography,CAD,2015-10-19,25000.0,2015-09-29 14:56:22,0.0,failed,0,CA,0.0,0.0,19132.16
311141,654828971,Multibru - a versatile manual brewer for both coffee and tea,Product Design,Design,USD,2014-09-23,35000.0,2014-08-20 21:43:47,11060.0,failed,98,US,11060.0,11060.0,35000.0
87379,1444140160,"Darci Monet's ""Go On"" Music Video; Stories of Hope & Triumph",Shorts,Film & Video,USD,2011-03-22,3300.0,2011-01-26 06:19:43,3510.0,successful,69,US,3510.0,3510.0,3300.0
255312,368297493,West Coast Cabaret,Theater,Theater,USD,2011-12-29,10000.0,2011-12-06 23:00:32,3395.0,failed,47,US,3395.0,3395.0,10000.0
272879,458351264,The Beaver,Television,Film & Video,CAD,2015-02-11,3200.0,2015-01-12 04:02:43,61.0,failed,3,CA,51.43,48.77,2558.36
278761,488100535,URSA MAJOR - The Great Bear. A short fantasy film.,Shorts,Film & Video,USD,2013-04-27,620.0,2013-03-22 20:12:45,620.0,successful,13,US,620.0,620.0,620.0
201099,2023989854,"Digitally ""try on"" 400+ jobs",Web,Technology,USD,2017-05-25,25000.0,2017-04-25 20:19:13,997.0,failed,25,US,452.0,997.0,25000.0
28216,1143117481,Touch-N-Fill™ - $25 Auto Water Filling for your Coffee Maker,Hardware,Technology,USD,2014-07-05,29900.0,2014-05-06 18:01:07,1575.0,failed,44,US,1575.0,1575.0,29900.0
311957,659064740,Terra Caetus,Metal,Music,USD,2015-12-30,2000.0,2015-11-30 04:09:18,0.0,failed,0,US,0.0,0.0,2000.0
28383,1143983043,Cool Runnings: 10 Reasons Why Jamaicans Run So Fast Cookbook,Cookbooks,Food,CAD,2016-05-16,5000.0,2016-03-28 19:07:58,1708.0,failed,31,CA,1287.51,1303.22,3815.05
229139,234911523,"FIELD GLOW, A New Line of Hunting Products That Glow!",Product Design,Design,USD,2014-08-09,19500.0,2014-07-16 21:40:14,1266.0,failed,10,US,1266.0,1266.0,19500.0
361044,909637442,Making the Farm to Fork Dream a Reality,Food,Food,USD,2013-11-14,35000.0,2013-10-15 21:07:10,2577.0,failed,46,US,2577.0,2577.0,35000.0
212777,2084485078,Sam & Sam - A Children's Book about not biting your nails.,Children's Books,Publishing,USD,2014-04-03,2000.0,2014-03-04 02:08:21,2861.13,successful,62,US,2861.13,2861.13,2000.0
62353,1317000805,Music Album,R&B,Music,GBP,2015-06-15,5000.0,2015-05-16 14:31:43,1.0,failed,1,GB,1.58,1.58,7919.16
173028,1880060660,"""Horse to Water"" Needs A Budget",Film & Video,Film & Video,USD,2013-06-18,1000.0,2013-05-28 23:57:42,105.0,failed,2,US,105.0,105.0,1000.0
299486,595193591,A living testimony.,Nonfiction,Publishing,USD,2017-03-10,15000.0,2017-02-12 00:58:58,0.0,failed,0,US,0.0,0.0,15000.0
237075,275178633,Huedango,Video Games,Games,USD,2017-07-11,5000.0,2017-06-11 05:46:46,0.0,failed,0,US,0.0,0.0,5000.0
360171,904904974,A Beatbox and Self Expression Program for Blind Students,Music,Music,USD,2014-07-03,20000.0,2014-06-02 18:32:19,1545.13,failed,47,US,1545.13,1545.13,20000.0
55562,1282713149,Hand crafted leather Armor for Women and Horses.,Crafts,Crafts,USD,2017-06-23,20000.0,2017-05-09 03:20:57,10.0,failed,1,US,1.0,10.0,20000.0
49290,1251332998,Capper in the Crapper,Woodworking,Crafts,USD,2017-07-31,10000.0,2017-07-02 00:10:06,22.0,failed,1,US,22.0,22.0,10000.0
91827,1466529655,Mobbing Midnight: An Anthology of Crows,Anthologies,Publishing,USD,2015-03-12,6900.0,2015-02-10 13:41:18,2701.0,failed,82,US,2701.0,2701.0,6900.0
296454,579193373,The Spanky Hayes Comedy Allstars,Film & Video,Film & Video,USD,2014-04-17,50000.0,2014-03-18 19:23:58,0.0,failed,0,US,0.0,0.0,50000.0
247180,327103029,HAYRIDE// Slasher Film starring Richard Tyson,Narrative Film,Film & Video,USD,2011-10-03,12500.0,2011-09-01 06:07:16,13258.77,successful,165,US,13258.77,13258.77,12500.0
125722,1638228193,BEZPOKE MAILLE : Chainmail Ties . Jewelry . Home Decor,Crafts,Crafts,USD,2015-12-14,1000.0,2015-11-19 17:40:10,1140.0,successful,10,US,1140.0,1140.0,1000.0
97094,1493238574,Coolest Wearable Sticker,Technology,Technology,USD,2014-08-18,60000.0,2014-07-19 08:11:38,7.0,failed,3,US,7.0,7.0,60000.0
220965,2125405384,Flower - A Short Film by Nick Koscik,Comedy,Film & Video,CAD,2016-10-29,2000.0,2016-09-29 02:46:22,1.0,failed,1,CA,0.0,0.74,1488.87
732,1003533888,Cat Cafe Mad: Coffee Shop Remodel & Expansion & Real Food,Spaces,Food,USD,2017-06-19,9500.0,2017-05-19 07:37:04,10752.0,successful,285,US,0.0,10752.0,9500.0
346487,835029034,FORS NOME a family high end unisex brand from Denmark,Ready-to-wear,Fashion,DKK,2017-04-13,45000.0,2017-03-14 09:13:39,46407.0,successful,48,DK,557.76,6632.6,6431.51
125455,1636936168,Stance Desk,Product Design,Design,GBP,2015-01-23,6500.0,2014-12-24 15:03:58,94.0,failed,6,GB,146.58,140.86,9740.02
375715,984925703,Celtic stars by Chained Creativity,Jewelry,Fashion,CAD,2015-11-02,400.0,2015-10-05 18:00:09,642.0,successful,17,CA,488.11,486.33,303.01
30645,1155858143,Miniature Handmade Needle Felted Animals for You from Me!,Art,Art,GBP,2014-08-08,250.0,2014-07-09 19:34:59,6.0,canceled,1,GB,10.28,10.08,420.1
169786,186378284,ZEN : Write & Draw Precisely On Touch Screens And Paper,Hardware,Technology,CAD,2014-02-17,10000.0,2014-01-13 13:13:53,25154.0,successful,461,CA,23088.88,22529.33,8956.56
42248,1215019170,11 Year Old Skylar Katz from Americas Got Talent,Hip-Hop,Music,USD,2016-11-12,25000.0,2016-10-13 23:34:49,0.0,failed,0,US,0.0,0.0,25000.0
147198,1748095328,Cloud Cover Apparel,Fashion,Fashion,USD,2012-11-15,4000.0,2012-10-16 04:03:08,125.0,failed,2,US,125.0,125.0,4000.0
52635,1267814794,US Air Force 52 FW Mental Health Flight Challenge Coin,Product Design,Design,USD,2015-03-21,800.0,2015-02-19 19:21:45,0.0,failed,0,US,0.0,0.0,800.0
82584,1419907691,"Commeta: Comment Anywhere, Everywhere",Technology,Technology,CAD,2015-05-20,5000.0,2015-04-19 15:13:27,137.0,failed,38,CA,111.98,112.3,4098.36
16733,1084777963,Frankenstein: The Modern Prometheus,Publishing,Publishing,USD,2017-12-04,10000.0,2017-10-30 13:04:10,52877.0,successful,215,US,18696.0,52877.0,10000.0
178988,1910591852,"Biddlebeans.com Original Art, Blogs, Forums for Everyone",Art,Art,USD,2016-07-31,12000.0,2016-07-13 07:53:40,2.0,failed,2,US,0.0,2.0,12000.0
30943,1157405257,"""Lost Train Blues"" LP - Restarting Jalopy Records!",Country & Folk,Music,USD,2015-11-15,5000.0,2015-10-14 21:14:01,5202.0,successful,147,US,5202.0,5202.0,5000.0
222867,2135350794,Motor Sports Mailboxes,Crafts,Crafts,USD,2015-01-18,600000.0,2014-11-19 20:20:55,200.0,failed,1,US,200.0,200.0,600000.0
10604,1053310678,"First Album by Go, Granny, Go!",Rock,Music,USD,2012-06-02,1000.0,2012-04-03 01:10:11,1355.0,successful,24,US,1355.0,1355.0,1000.0
323892,719717126,Travis Wiggins & The Dream Dragons: Talkin' Drum Solo Blues,Music,Music,USD,2011-12-06,3000.0,2011-11-18 19:58:17,105.0,failed,6,US,105.0,105.0,3000.0
13885,1069872991,New Carts for Istanbul Street Food Vendors,Food,Food,USD,2015-05-17,1400.0,2015-04-17 18:10:47,2414.0,successful,62,US,2414.0,2414.0,1400.0
198525,2010864027,Fantasy Maps Art pack & RPG Maps,Tabletop Games,Games,CAD,2016-04-25,250.0,2016-03-19 23:03:16,4613.88,successful,123,CA,3550.69,3682.85,199.55
334194,772364324,USONIA ALBUM II,Indie Rock,Music,USD,2012-06-20,1499.0,2012-05-21 20:28:15,1590.0,successful,40,US,1590.0,1590.0,1499.0
161420,1820991269,"The Bean & Thistle - gourmet coffees, hot drinks, and tea.",Drinks,Food,USD,2015-01-22,4500.0,2014-12-23 16:22:32,6.0,failed,2,US,6.0,6.0,4500.0
289728,544173012,Ordinance,Graphic Novels,Comics,USD,2014-09-17,5000.0,2014-08-28 18:23:52,197.0,failed,9,US,197.0,197.0,5000.0
359131,899613486,The SALTY Six,Small Batch,Food,USD,2014-11-21,15000.0,2014-09-22 17:24:44,0.0,failed,0,US,0.0,0.0,15000.0
201860,2027956920,Ordinary - Season Two!,Film & Video,Film & Video,USD,2013-12-18,30000.0,2013-11-22 17:45:31,3521.01,failed,47,US,3521.01,3521.01,30000.0
251315,348330091,Wassup en LA?,Film & Video,Film & Video,USD,2012-09-09,50000.0,2012-07-31 04:34:17,34635.0,failed,143,US,34635.0,34635.0,50000.0
156346,1795267574,Letters To Abigail's Sophomore Album,Country & Folk,Music,USD,2015-12-02,15000.0,2015-10-28 02:35:00,15527.0,successful,103,US,15527.0,15527.0,15000.0
69884,13557621,Blue Mafia: Police Brutality and Consent Decrees in Ohio,Nonfiction,Publishing,USD,2016-11-19,2000.0,2016-10-11 16:42:00,0.0,canceled,0,US,0.0,0.0,2000.0
323906,719794645,Huya Ania: Desert Album,Pop,Music,USD,2012-01-13,5600.0,2011-11-29 20:14:23,5826.77,successful,145,US,5826.77,5826.77,5600.0
238528,282949150,Project Nutrition,Nonfiction,Publishing,AUD,2014-03-24,1799.0,2014-02-22 22:43:10,404.0,failed,9,AU,363.06,373.42,1662.82
373276,972092973,Unleashing Bark The Musical in Columbia,Performance Art,Art,USD,2013-04-20,500.0,2013-04-18 08:07:02,0.0,failed,0,US,0.0,0.0,500.0
121032,1614775377,"""UNDISCOVERED DREAMS""",Hip-Hop,Music,USD,2011-02-08,12000.0,2011-01-09 20:48:54,0.0,failed,0,US,0.0,0.0,12000.0
45366,1230492017,"The Home Stretch: ""Ruin Town"" Film Production",Shorts,Film & Video,USD,2011-11-20,1000.0,2011-10-06 01:51:37,1336.0,successful,21,US,1336.0,1336.0,1000.0
37062,1187991980,NYC Local Kimchi Company,Food,Food,USD,2010-07-20,1800.0,2010-06-18 02:57:19,920.0,failed,28,US,920.0,920.0,1800.0
83947,142686524,7 SENSES — PERSONALIZED drawings for you and an art gallery,Illustration,Art,USD,2015-09-03,600.0,2015-08-04 23:34:39,816.0,successful,44,US,816.0,816.0,600.0
206588,2052572433,Reusable Dish & Bowl Covers- Eco-friendly fabrics,Food,Food,USD,2017-06-02,6000.0,2017-05-03 06:33:23,865.0,failed,4,US,365.0,865.0,6000.0
110668,1562311130,Tag Me: A photo sharing app using facial recognition,Apps,Technology,USD,2015-03-26,2500.0,2015-02-24 22:03:33,11.0,failed,2,US,11.0,11.0,2500.0
239680,288916708,Droneum,Technology,Technology,EUR,2016-01-01,150000.0,2015-11-17 20:10:21,0.0,failed,0,IT,0.0,0.0,162914.21
161406,1820931805,"ONSLO: Quartumdimensio Ædificium Limited Edition 7"" Vinyl",Rock,Music,USD,2011-08-16,850.0,2011-07-07 15:09:46,297.0,failed,11,US,297.0,297.0,850.0
60433,1307162270,Unique Designs Bicycle® Playing Cards: The Wild Deck,Playing Cards,Games,USD,2014-04-30,11700.0,2014-03-29 21:06:38,3067.09,failed,208,US,3067.09,3067.09,11700.0
280598,49743357,RUNNER - An Action/Adventure Comic For Everyone!,Comics,Comics,USD,2014-03-09,6000.0,2014-02-07 19:06:39,6619.0,successful,93,US,6619.0,6619.0,6000.0
314935,674055859,Nude Symbols,Fine Art,Photography,EUR,2016-11-20,8200.0,2016-10-31 13:55:44,20.0,failed,3,IT,10.99,21.18,8685.43
42067,1214149922,Long Time Sun Apparel Boutique,Apparel,Fashion,USD,2014-08-18,10000.0,2014-07-28 22:23:32,12395.0,successful,130,US,12395.0,12395.0,10000.0
80065,1407210686,The Perfect Cardigan,Apparel,Fashion,USD,2016-01-26,15000.0,2015-12-12 01:12:46,17307.0,successful,76,US,17307.0,17307.0,15000.0
117652,159771708,Screws Loose - Supernatural Military Thriller,Comics,Comics,USD,2012-01-23,3200.0,2011-12-18 03:43:06,3281.0,successful,50,US,3281.0,3281.0,3200.0
264396,414733822,News Desk: Zeta (The Card Game) (Canceled),Tabletop Games,Games,GBP,2013-06-12,3500.0,2013-05-13 22:57:47,143.0,canceled,7,GB,219.66,223.41,5468.07
340190,802735977,I Hate Christmas! A Book to Beat Your Inner Villain,Nonfiction,Publishing,USD,2014-09-08,400.0,2014-08-17 03:46:05,43.0,failed,5,US,43.0,43.0,400.0
226578,221775449,The Cardboard Kid,Product Design,Design,GBP,2014-09-20,15248.0,2014-08-21 10:27:21,0.0,failed,0,GB,0.0,0.0,24867.09
274241,465449819,TV without a Screen,Technology,Technology,GBP,2014-06-10,2000.0,2014-05-22 01:44:48,61.0,failed,3,GB,102.58,103.47,3392.42
68929,1350899088,Milano Fashion Week 2018,Fashion,Fashion,EUR,2017-10-28,60000.0,2017-08-29 18:57:28,20.0,failed,1,IT,0.0,23.31,69942.3
322617,713093110,"BEAULIEU PORCH 7"" VINYL SINGLE...",Indie Rock,Music,GBP,2013-08-03,650.0,2013-07-04 22:25:15,686.0,successful,31,GB,1039.51,1065.05,1009.16
350266,854451561,Scott the Rabbit makes Fettuccine Alfredo kids book!,Children's Books,Publishing,USD,2016-11-14,1600.0,2016-10-18 05:34:48,1610.0,successful,15,US,440.0,1610.0,1600.0
48723,1248440515,Scented Door Strip,Product Design,Design,USD,2015-05-24,8000.0,2015-04-24 20:13:15,8415.0,successful,54,US,8415.0,8415.0,8000.0
285750,523648961,Katie Kuffel: New Album & Music Videos!,Music,Music,USD,2015-04-29,5000.0,2015-03-30 19:05:11,6376.0,undefined,0,"N,0""",,6376.0,5000.0
344418,824341405,Nom de Strip: Issue 4,Journalism,Journalism,GBP,2013-07-27,4400.0,2013-06-27 12:16:41,5707.0,successful,124,GB,8796.86,8647.49,6667.07
358424,895946070,If Only Words Could Keep Me Warm: a debut full length album,Country & Folk,Music,USD,2013-09-01,4000.0,2013-08-02 07:34:38,5390.0,successful,98,US,5390.0,5390.0,4000.0
325526,7279943,RAGEfit.,Apparel,Fashion,USD,2015-09-30,12000.0,2015-08-21 21:07:40,81.0,failed,2,US,81.0,81.0,12000.0
191638,1975072286,2010 PhotoMosaic Calendar,Photography,Photography,USD,2009-12-31,1231.08,2009-12-15 01:16:19,0.0,failed,0,US,0.0,0.0,1231.08
4710,1023983052,The CanvAs Project,Film & Video,Film & Video,GBP,2013-09-10,28260.0,2013-08-11 11:24:11,0.0,failed,0,GB,0.0,0.0,44733.59
146724,1745556207,Ti-Browser App,Technology,Technology,USD,2012-01-26,41800.0,2011-12-27 01:14:08,65.0,failed,4,US,65.0,65.0,41800.0
378402,998723727,Tapper Quest For The Cherry - An Android App Video Game,Video Games,Games,USD,2013-05-02,800.0,2013-04-02 15:08:22,18.0,failed,2,US,18.0,18.0,800.0
241336,297480869,DYSTOPIA - the user-generated cyberpunk film,Film & Video,Film & Video,USD,2013-04-27,10000.0,2013-03-27 23:26:39,583.11,failed,26,US,583.11,583.11,10000.0
55504,1282438345,Retrograde,Film & Video,Film & Video,NZD,2017-08-09,800.0,2017-07-20 11:49:22,1115.0,successful,21,NZ,0.0,812.33,582.84
331476,758757126,Study-Buddie,Apps,Technology,USD,2017-01-26,10000.0,2016-12-27 19:18:13,20.0,failed,2,US,10.0,20.0,10000.0
285789,523852946,Kidthulhu: Tales of Madness #1,Comic Books,Comics,USD,2014-11-15,2500.0,2014-10-16 15:51:08,5059.0,successful,233,US,5059.0,5059.0,2500.0
254071,361956050,Nature Lovers Photography! AR Ozarks Wildlife & Landscapes!,Photography,Photography,USD,2012-11-01,8000.0,2012-09-19 06:15:56,115.0,failed,3,US,115.0,115.0,8000.0
180183,1916624195,Illustrated Children's Book: Annie Just Wants To Play,Children's Books,Publishing,USD,2016-06-05,5000.0,2016-05-06 23:25:07,6138.0,successful,102,US,6138.0,6138.0,5000.0
